uri,title,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,n_artists,n_genres,followers_0,followers_1,followers_2,followers_3,followers_4,followers_5,followers_6
1CxQB2BbrauhTLKaIoBCxY,"Piano Sonata No. 4 in E Flat Major, K. 282: 3. Allegro - 1991 Recording",4,68,0.39,0.162,3,-23.207,1,0.0367,0.994,0.912,0.131,0.629,135.112,192077,4,2,1,4391069,0,0,0,0,0,0
1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),81,83,0.597,0.587,7,-7.026,0,0.137,0.0622,0,0.214,0.0753,140.021,218802,4,3,2,0,0,15414928,0,0,151529,0
1D7sdScaOxtmb0lInM90SN,UHLALA,71,80,0.758,0.582,5,-5.433,0,0.04,0.0734,1.88E-06,0.295,0.463,143.887,189125,4,1,1,0,0,4602336,0,0,0,0
1D9HQactbJoUudf9B119Y5,High Enough,80,75,0.368,0.619,0,-4.989,1,0.0411,0.0304,0.0969,0.167,0.51,89.013,231600,4,1,1,0,0,0,0,0,453858,0
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,80,78,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,2,2,0,0,0,480710,0,31417,0
1DNA2z7Txysjk3cNz2nDLm,WFM,83,71,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,136000,4,1,1,79977,0,0,0,0,0,0
1DQXiBc8DqPfcdLVZkouhI,‘O Mar For,60,49.25,0.316,0.524,11,-7.713,0,0.0454,0.0384,0.000116,0.099,0.488,129.418,199856,4,4,2,6445,0,0,0,2574,0,0
1DYfhZ3fF3MRiuu5QxwNBO,Sei di mattina - Acoustic Version,55,55,0.586,0.359,6,-13.099,1,0.165,0.77,0,0.0871,0.406,140.011,254885,4,1,1,0,0,0,0,240475,0,0
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,76,83,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,178000,4,1,1,0,12888143,0,0,0,0,0
1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),80,88,0.655,0.469,0,-6.257,1,0.0292,0.173,0,0.0956,0.467,92.56,161385,4,2,2,0,0,3123153,0,0,16961065,0
1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),80,88,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,236524,4,3,1,0,0,9150690,0,0,0,0
1EYeZGTMCjV7uVey5fNWXM,love nwantiti (feat. ElGrande Toto) - North African Remix,80,77.5,0.642,0.723,1,-6.149,1,0.243,0.58,0.000942,0.112,0.487,186.043,135480,4,2,2,0,0,1030009,0,0,355210,0
1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,78,80,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03E-05,0.0631,0.299,131.229,393640,4,1,1,0,2412759,0,0,0,0,0
1EcVEnajdoIhMAeKMKzozQ,Meno Male (feat. Willie Peyote),48,55.5,0.817,0.821,0,-7.277,1,0.186,0.0627,8.76E-05,0.133,0.483,105.099,174986,4,2,1,0,0,208776,0,0,0,0
1EuYdkrdv608FUh9tRG524,'Na coppia perfetta,37,42,0.706,0.898,0,-3.686,1,0.208,0.25,0,0.347,0.713,135.199,233064,4,2,1,124942,0,0,0,0,0,0
1EunUYSnYIL2Td0rZmzh7w,Rock 'N Roll Queen,54,45,0.55,0.692,4,-7.579,1,0.163,0.303,2.97E-06,0.179,0.571,79.946,146250,4,1,1,55564,0,0,0,0,0,0
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,82,78,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187,4,1,1,0,6424594,0,0,0,0,0
1F3hLsuei3YAvwwDAHPwGl,"1812 Overture, Op. 49 (Excerpt: Finale)",0,64,0.227,0.423,3,-16.836,1,0.0534,0.623,0.634,0.0633,0.119,88.507,222507,4,3,1,1080736,0,0,0,0,0,0
1F80MEkZA9yTlpMQp9dhht,Because You Move Me,73,70.5,0.789,0.435,2,-9.506,0,0.149,0.691,0.0395,0.107,0.166,122.997,196373,4,2,1,94665,0,0,0,0,0,0
1FAhWNoesPUUfBSl8fSe4L,ONLYFANS (feat. MamboLosco),63,62.5,0.925,0.413,8,-11.121,0,0.395,0.00525,0,0.339,0.814,140.081,143143,4,2,2,0,0,28493,0,487013,0,0
1FBFeQEW9iMz5o4QQbndo0,Life Goes On,0,81,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,161803,4,1,1,0,0,1736778,0,0,0,0
1FCQEg7wOK9IIBuxx63krr,And We Danced (feat. Ziggy Stardust),67,78,0.758,0.677,5,-6.598,1,0.0782,0.456,0,0.0954,0.713,124.998,246213,4,1,1,0,0,1813446,0,0,0,0
1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),74,75,0.504,0.76,4,-4.246,1,0.0426,0.286,0,0.151,0.64,183.933,190218,4,2,2,12916,0,0,2859991,0,0,0
1FTC5Z1OeoauFew6aL1Kco,Q,23,32,0.28,0.909,8,-5.86,0,0.051,0.417,0.897,0.108,0.435,135.182,254444,4,1,1,18629,0,0,0,0,0,0
1FYMHrbdJxiiF4ur4ZrJy2,"Colori – feat. Rkomi, Lita",54,63.5,0.812,0.681,7,-6.321,0,0.343,0.273,0,0.0918,0.209,134.909,233102,4,4,2,597,0,1268368,0,0,0,0
1FbF66VsSEdCfMxTLVrtNn,'O Mare,52,61,0.617,0.703,2,-7.097,0,0.0545,0.323,0.00166,0.388,0.0877,97.119,210309,4,1,1,0,0,181480,0,0,0,0
1Fid2jjqsHViMX6xNH70hE,Atlantis,78,67,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14E-06,0.115,0.213,166.159,229173,4,1,1,0,576034,0,0,0,0,0
1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,82,79.5,0.498,0.598,4,-6.638,0,0.0377,0.00786,0,0.111,0.0573,140.078,235000,4,2,2,1278543,401503,0,0,0,0,0
1FreAz1lmnDi5aKLB6GdFM,Where Is The Love?,76,84,0.835,0.687,5,-3.18,1,0.184,0.101,0,0.132,0.828,94.059,272533,4,1,1,0,0,0,0,0,6326814,0
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,80,85,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,1,1,0,17285639,0,0,0,0,0
1G9qaYXBxXa8OM5iiD9CaH,Hasta luego,51,53,0.719,0.718,2,-6.961,1,0.129,0.651,1.23E-05,0.0883,0.439,99.051,95321,4,1,1,0,0,0,0,7834,0,0
1GCvS5Wr04ENnT1ldjRZug,D,1,0,0.864,0.463,5,-12.441,0,0.217,0.0986,0.25,0.161,0.244,125.009,396003,4,1,1,14,0,0,0,0,0,0
1GFzFvjy10d71MDMypiqCy,Noi due nel mondo e nell'anima,48,55,0.381,0.653,11,-5.404,0,0.0323,0.00628,0,0.104,0.249,140.278,223560,4,1,1,0,0,0,0,302216,0,0
1GZPCeTS2VDKim3JK3XZ1q,"Violin Concerto No. 4 in D Major, K. 218: I. Allegro",0,44.33333333,0.304,0.0672,2,-23.699,1,0.0418,0.971,0.816,0.086,0.27,127.745,536600,4,3,1,4391069,0,0,0,0,0,0
1GgH3C4DoMC0CFZRAXhr48,"O Tannenbaum, du trägst ein’ grünen Zweig (Arr. Hoffmann & Grabe for Harp)",1,62,0.326,0.0376,7,-24.143,0,0.0466,0.984,0.853,0.127,0.133,99.372,231933,4,2,1,41657,0,0,0,0,0,0
1GjRqUr2cJFhuuYP5uxL4a,Prendiamo Il Volo,49,69,0.506,0.911,2,-4.322,1,0.0395,0.000233,0.00083,0.117,0.475,93.998,255413,4,1,1,0,0,0,0,2530903,0,0
1Gkxhw3pozHZNEi3KvBAsa,Dentro Alla Scatola,56,54,0.757,0.656,11,-6.942,1,0.338,0.125,7.25E-06,0.0959,0.585,94.01,264267,4,1,1,0,0,292297,0,0,0,0
1Gn0lG7qzuYLT1Jyj3EUDq,BLACK WIDOW (Prod. Sick Luke),39,55.5,0.707,0.682,10,-8.775,0,0.0505,0.739,0.00691,0.574,0.379,113.045,165080,3,2,2,0,0,171776,0,93182,0,0
1GpPsjjd4D1jsteGYpGGIN,A Holly Jolly Christmas,80,79,0.681,0.474,7,-8.623,0,0.0423,0.621,1.24E-06,0.137,0.7,71.957,142840,4,1,1,0,1338124,0,0,0,0,0
1GtCLXheDALOGOJRk4jiSO,Fancy,13,73,0.927,0.655,8,-5.419,1,0.12,0.0726,0,0.0456,0.326,94.997,219789,4,3,2,0,0,5815990,0,0,2509266,0
1GyreuWmHWUEeXxtN9cm9O,Z,0,0,0.829,0.329,7,-12.968,0,0.295,0.867,8.84E-05,0.633,0.469,125.202,94095,4,1,1,45,0,0,0,0,0,0
1H5VQuShs4qfwBXyHF0PeH,Narcotic - Radio Edit,71,57,0.617,0.607,1,-7.015,1,0.0231,0.000876,0.0701,0.0918,0.446,102.068,236150,4,1,1,0,0,0,0,0,33340,0
1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),80,87,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7,201600,4,3,2,8721767,0,8219091,0,0,0,0
1HEGcG1QUJfyyPfq5EMF9b,Lingerie,61,76.5,0.64,0.637,9,-7.816,1,0.0479,0.0119,5.71E-05,0.0973,0.129,128.065,198027,4,2,1,0,0,4602336,0,0,0,0
1HFAFvewDbG4XsoiH8tpD1,La parte migliore di me,56,52,0.481,0.423,6,-14.18,1,0.0548,0.495,0,0.131,0.0933,157.763,134219,3,1,1,0,0,67717,0,0,0,0
1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,79,75,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,4,2,2,314302,0,0,2859991,0,0,0
1HHoy11ATtt3e2hUN07e0k,The Business,0,87,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4,1,1,0,0,0,6104818,0,0,0
1HNE2PX70ztbEl6MLxrpNL,In Too Deep,76,74,0.568,0.844,9,-5.875,1,0.0505,0.000189,0,0.0607,0.766,116.046,207093,4,1,1,0,3279027,0,0,0,0,0
1HNZBkv1PoIyZBrhObWn3F,H,38,68,0.739,0.498,3,-9.596,1,0.0423,0.485,0,0.202,0.554,106.056,180667,4,1,1,0,734918,0,0,0,0,0
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,86,97,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,1,1,0,0,0,0,0,90231430,0
1HPJOoIVdUPuaebxzMrVaD,Words - Original Version 1983,74,60,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66E-05,0.138,0.527,123.763,209013,4,1,1,0,0,0,0,57698,0,0
1HZmmdB15rgcJld0welPcb,Che Ne Sanno I 2000,55,63,0.744,0.982,6,-1.192,0,0.0568,0.0171,0,0.18,0.333,128.033,234375,4,2,1,0,0,0,0,321208,0,0
1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),74,93.5,0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,178994,4,2,1,0,0,0,0,0,54848934,0
1Hd8GLavCUUUx3GJdunJ4E,Un'emozione per sempre,60,72,0.675,0.823,4,-4.513,1,0.0305,0.0967,0,0.265,0.817,119.902,236587,4,1,1,0,0,0,0,1615266,0,0
1HiQg2OYV6QO47YYrucuHR,QRGZZ - Remix,44,72,0.807,0.738,6,-8.396,1,0.187,0.305,0,0.475,0.614,101.206,147036,4,1,1,0,0,1124263,0,0,0,0
1HnUnEY0slQKsVKekaqZ5I,Quei ragazzi,58,72,0.419,0.695,11,-4.725,1,0.22,0.0325,0,0.0883,0.567,195.725,205413,4,1,1,0,0,0,0,2572169,0,0
1Ho6cbsVlusCvv0grlswlj,Que Locura,64,94,0.789,0.802,0,-5.818,0,0.0577,0.22,3.44E-05,0.189,0.765,112.962,199120,4,1,1,0,0,0,0,0,0,31610457
1HrMWH5GUdK6Yi94rbANJA,Cola,71,71,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,223869,3,2,1,0,0,0,276615,0,0,0
1Hs9OFe3A0Awp7PP4XXVl2,Only Questions,0,69,0.273,0.00946,6,-33.233,0,0.0396,0.992,0.899,0.0754,0.598,139.225,80273,4,2,1,0,0,0,0,0,728296,0
1I8f1FMS6ZTI9YCRmVnbsS,Hide Away,50,64.5,0.674,0.805,9,-5.304,1,0.0387,0.00787,0.000179,0.251,0.104,123.999,150750,4,2,2,6694,0,0,441061,0,0,0
1I8pMiv8c8mTP0fvt0pqQs,World We Used To Know,74,75.5,0.467,0.705,11,-4.761,0,0.0578,0.167,9.75E-05,0.18,0.418,85.365,162878,4,2,2,31969586,0,0,0,0,97588,0
1ITV1k9laGrWUpagayejMQ,LIVIDI SUI GOMITI,67,86,0.474,0.95,7,-2.762,1,0.0898,0.00646,0.000397,0.177,0.67,176.491,165787,4,1,1,0,0,0,0,5076272,0,0
1IX9zu7Ciqf1k48IyPLruN,big city blues,72,75.5,0.589,0.665,0,-7.105,1,0.044,0.0545,0,0.221,0.298,74.978,155573,4,2,1,0,0,8409936,0,0,0,0
1If1mZxUa3tnzUBLqqLPAu,Gli Angeli,52,69,0.548,0.686,6,-5.095,0,0.0316,0.0348,0.0214,0.0598,0.38,119.81,379720,4,1,1,0,0,0,0,2530903,0,0
1IfUEsJO6WzC9RCoIwVMIO,Via di qua (feat. Mr. Rain),49,63.5,0.541,0.778,1,-7.232,1,0.151,0.147,0,0.0618,0.561,90.16,207333,4,2,2,0,0,1913648,0,745998,0,0
1IjaXsptrOS8UM5pQ1OhWD,Don't Be Shy,0,88,0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,140500,4,2,2,0,0,0,6104818,0,0,20740566
1IkkOlYbhHxGxyxqC5nVOx,Non dirgli mai,53,60,0.591,0.619,2,-6.36,0,0.0384,0.113,0,0.272,0.28,147.795,253573,4,1,1,0,0,0,0,373381,0,0
1IovaNgcqPCJpJGd0V2eXl,Triste (with Feid),71,82,0.759,0.511,2,-7.724,0,0.1,0.0848,1.31E-05,0.101,0.545,89.903,202125,4,2,2,0,0,4602336,0,0,883701,0
1IsipXGMBN0OrUIUvYNsXv,Adesso Mi Diverto,55,49.5,0.712,0.629,8,-6.204,1,0.0954,0.25,0,0.0842,0.0844,92.071,161778,4,2,1,0,0,0,0,74779,0,0
1IwoYQgjlCkwFGFjwvCDYh,Hourglass,0,76,0.722,0.597,0,-7.832,0,0.0435,0.25,0,0.117,0.801,100.95,228180,4,1,1,0,0,1924059,0,0,0,0
1Ixi7vcTIvgyeFlbqy1QQ7,Habla Claro,78,82.5,0.682,0.651,5,-7.009,0,0.191,0.508,5.79E-05,0.0883,0.759,180.102,230000,3,2,2,892588,0,0,0,0,716585,0
1J202pWgOtH3eUnzqXdbRT,SG4M1,45,80,0.661,0.72,6,-5.262,0,0.0479,0.0102,4.50E-06,0.0991,0.247,121.976,153442,3,1,1,0,0,4602336,0,0,0,0
1J8Esko85iXQfl3TT8uc2d,Under the Milky Way,0,91,0.5,0.591,9,-9.381,0,0.0276,0.0724,0.064,0.16,0.405,140.902,214893,4,1,1,0,0,0,0,0,21901445,0
1JAkXiY10vwLhSbcsiimrp,Body (Remix) [feat. Capo Plaza & Rondodasosa],75,74,0.883,0.716,7,-8.127,1,0.414,0.435,0,0.0801,0.761,141.066,205106,4,4,2,444946,0,3100308,0,0,0,0
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,80,72,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76E-06,0.131,0.423,81.204,304787,4,1,1,0,2236745,0,0,0,0,0
1JQOlIZM9CZJhCncnTDqNb,C C,51,62,0.481,0.735,2,-7.209,1,0.317,0.243,3.97E-05,0.111,0.525,203.375,143529,4,1,1,0,0,1266398,0,0,0,0
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,87,78,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4,1,1,0,4639363,0,0,0,0,0
1JXBNvlDEl2epKSJ9EOgKX,NOT SOBER (feat. Polo G & Stunna Gambino),79,82.66666667,0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82,216000,5,3,2,6276458,0,3123153,0,0,0,0
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,83,72,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027,4,1,1,0,0,0,0,0,2539632,0
1JeLx7sGn3LzHLwCzd6swY,Daily Duppy (feat. GRM Daily),70,72.5,0.676,0.691,9,-6.198,0,0.427,0.575,0,0.102,0.774,149.973,278277,4,2,2,582366,0,651203,0,0,0,0
1JmB0eJ3TJXm9DUa64F9BU,"Fughetta: Gelobet seist du, Jesu Christ, BWV 697",23,62.5,0.283,0.29,9,-12.411,0,0.0361,0.729,0.748,0.107,0.51,73.229,57000,4,2,1,3482906,0,0,0,0,0,0
1JywpuWC8VrL9jk8NPOV8H,Fix You,4,93,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,1,1,0,33384131,0,0,0,0,0
1K3LRUEcUz5FMtPYyg0F45,Ho Hey,77,80,0.682,0.471,0,-9.182,1,0.0301,0.765,0,0.0908,0.421,79.907,163133,4,1,1,0,4541583,0,0,0,0,0
1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),76,94.5,0.795,0.574,2,-6.903,0,0.487,0.067,0,0.15,0.537,142.053,237918,4,2,1,0,0,59845429,0,0,0,0
1K8YrlHUdvBAjEqY5nPqmP,I Don't Wanna Grow Up,0,83,0.597,0.663,11,-6.745,1,0.0368,0.505,0.00213,0.11,0.448,93.952,248558,4,1,1,0,0,0,0,0,6933696,0
1KGnL8mA2UIlausWNCpgIQ,"Piano Trio in A Minor, Op. 50, TH.117: Var. X: Tempo di mazurka - Live",19,59.25,0.315,0.0658,8,-28.517,1,0.0372,0.99,0.93,0.12,0.315,89.296,87200,4,4,1,1080736,0,0,0,0,0,0
1KGw1aIo0lbgwmsqQPAoxd,"String Quartet No. 14 in C-Sharp Minor, Op. 131: 6. Adagio quasi un poco andante",16,57.5,0.0907,0.0155,8,-31.735,0,0.0516,0.848,0.824,0.0783,0.0333,86.398,135600,4,2,1,4235999,0,0,0,0,0,0
1KRTSDtOVwd4oTZ1gfzluB,La Meglio Gioventù,54,51,0.768,0.705,4,-5.218,0,0.14,0.0115,3.32E-05,0.332,0.664,104.981,190286,4,1,1,0,0,0,0,48705,0,0
1KXpcoggYmNTPCRXIz2m9Z,Guaranà,60,65,0.79,0.875,8,-3.59,0,0.131,0.0358,3.37E-05,0.162,0.581,116.964,194346,4,1,1,0,0,0,0,427245,0,0
1KZyVnyptQcPzkx7ELCnZC,Hold Back The River,70,77,0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,238747,4,1,1,0,3531186,0,0,0,0,0
1Kfzmp5K4glWRKzsyQL9pI,La Prima Volta,58,62,0.617,0.64,2,-5.725,1,0.0237,0.182,0,0.113,0.231,95.004,238360,4,1,1,0,0,0,0,941755,0,0
1Knctxx9vGZxpZfF66BIEa,Legends,81,97,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840,4,1,1,21538862,0,0,0,0,0,0
1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,70,81,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,199453,4,1,1,0,4545119,0,0,0,0,0
1KtbeUACxE3zRB8N1fHsqs,"ZONA 5 (feat. Kerim Levrai, Madprince, Marsiglia, Orfedi)",52,39,0.532,0.85,2,-4.628,1,0.286,0.345,0,0.221,0.731,103.924,173714,4,5,2,947,0,0,0,1133,0,0
1KvtXFAduC9ZhJfUfqYKSB,22 settembre,56,72,0.46,0.488,0,-6.225,1,0.0369,0.175,0,0.0869,0.341,146.82,230693,3,1,1,0,0,0,0,2572169,0,0
1Kw6V4wiZKTVwLZ5YcYJR3,Questa nostra stupida canzone d'amore,60,60,0.509,0.672,0,-5.477,1,0.0363,0.238,0,0.125,0.425,78.084,249418,4,1,1,0,0,0,0,1049010,0,0
1L94M3KIu7QluZe63g64rv,Alive,78,79,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,1,1,0,7220038,0,0,0,0,0
1L9m2l2lhXgQ3GwmmCx3OK,Ma il cielo è sempre più blu,57,58,0.647,0.642,2,-9.021,1,0.0503,0.15,0,0.272,0.704,145.783,272747,4,1,1,0,0,0,0,572907,0,0
1LLlIHa6yVdxTyVseZYa5t,TELEPHONE (feat. Capo Plaza & Sick Luke),58,63.57142857,0.529,0.812,4,-3.974,0,0.384,0.139,0,0.0861,0.337,127.627,168760,4,7,3,39259,0,3100308,0,93182,0,0
1LNWoDTDsfIt9I4WM68xEa,Quello che fa male,75,62,0.712,0.567,3,-5.244,1,0.0779,0.494,0,0.107,0.589,143.818,150104,4,1,1,25946,0,0,0,0,0,0
1LX9DCVvz1uXVOwFrOyG80,T,11,6,0.783,0.606,6,-9.944,0,0.0829,0.294,0.000691,0.113,0.355,142.969,191496,4,1,1,179,0,0,0,0,0,0
1Lf1F7qEOS4O4wl9l8lmUq,Meteoriti,64,62,0.608,0.499,1,-9.593,1,0.0724,0.455,0,0.16,0.293,76.957,188253,4,1,1,0,0,0,0,745998,0,0
1Lfjom9CoL5hIyvjYey9zs,Moscow Mule,55,56,0.644,0.757,10,-4.575,1,0.134,0.526,0,0.167,0.856,110.074,179760,4,1,1,0,0,0,0,1094139,0,0
1Lq5ApqhIWUXzlryFX2K6J,Davide (feat. Coez),64,73,0.797,0.63,5,-7.601,1,0.0763,0.136,4.86E-06,0.207,0.761,126.006,206212,4,2,1,0,0,1814554,0,0,0,0
1MCSc1ZxlwV5muFXKocAnW,Barrio,61,66,0.804,0.702,11,-6.553,0,0.072,0.0582,0,0.11,0.575,122.027,165246,4,1,1,0,0,0,0,911899,0,0
1MCvAAKHSdGhe4ZPq0YMrF,Fall in Love at Christmas,75,83,0.566,0.652,7,-5.832,0,0.0325,0.33,0,0.354,0.267,120.069,308000,4,3,2,1211972,0,0,0,0,14726851,0
1ME8Thb5mDmBYTI3I5f3uJ,Breathe,61,51,0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982,199200,4,1,1,25909,0,0,0,0,0,0
1MFD6gdVDjFFMM8ItH9ZhI,White Walls (feat. ScHoolboy Q & Hollis),69,72.6,0.768,0.782,7,-5.545,1,0.141,0.0545,0,0.338,0.842,116.492,220319,4,5,2,11795,0,3975680,0,0,0,0
1MGXWglFoINJdrcp2W0U0w,Keanu Reeves (feat. Achille Lauro),60,70,0.811,0.59,4,-7.794,1,0.0437,0.0267,9.93E-06,0.111,0.166,102.709,209791,4,2,1,0,0,1814554,0,0,0,0
1MIVKNoJo0nxQpgMMmGvML,Pour Toujours (feat. Ghali e Dargen D'Amico),51,65,0.873,0.672,1,-7.04,0,0.322,0.0654,1.12E-06,0.198,0.354,97.474,240939,4,4,1,0,0,2786536,0,0,0,0
1MQpKWkFUu4UbDvMF2RC7D,Addicted,0,82,0.804,0.753,10,-5.807,0,0.153,0.198,0,0.643,0.777,134.001,191893,4,1,1,0,0,4111522,0,0,0,0
1MX6kqZ8FOht5UnQuPl6Jj,I Want It All - Single Version,68,90,0.406,0.847,11,-5.705,0,0.0482,0.0249,3.01E-06,0.375,0.379,92.245,242093,4,1,1,0,38849077,0,0,0,0,0
1MXruzaOu8z1BNy4lK2YxB,Mr President,0,80,0.667,0.877,0,-4.111,1,0.224,0.416,0,0.166,0.701,127.963,251324,4,1,1,0,1422021,0,0,0,0,0
1MtmXPxXP4ntSjfF5xnOyM,Pookie (feat. Capo Plaza) - Remix,60,75,0.84,0.62,1,-6.91,1,0.129,0.0584,0,0.0988,0.511,98.076,188401,4,2,2,0,0,3100308,0,0,3216854,0
1N1ZpYUJc9fwrqk53FGgWv,Santa's Coming for Us,85,91,0.547,0.814,1,-6.191,1,0.12,0.0215,0,0.0475,0.724,92.986,205267,4,1,1,0,0,0,0,0,21901445,0
1N46SW28bpacvXmNYP6PTB,"Acqua azzurra, acqua chiara",52,61,0.409,0.652,1,-10.263,0,0.0598,0.265,0,0.524,0.455,91.686,213520,3,1,1,558307,0,0,0,0,0,0
1N5x1X0QIU67q49GBIqfMP,U,42,41,0.49,0.88,6,-7.673,0,0.178,0.000459,0.00764,0.134,0.574,171.713,122760,4,1,1,2448,0,0,0,0,0,0
1N7hcqq25btCMdy4JyAHpN,C,20,44,0.505,0.219,7,-18.866,0,0.0443,0.98,0.807,0.113,0.0389,75.049,236987,4,1,1,23225,0,0,0,0,0,0
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,76,79,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,322133,4,1,1,0,4211079,0,0,0,0,0
1NE7ctDmeMclZuMNYY5o3j,"Come, come",70,56,0.844,0.756,1,-2.687,0,0.0692,0.133,2.19E-06,0.106,0.777,110.056,151091,4,1,1,10774,0,0,0,0,0,0
1NFLrLl7zJGCzyADXKxcIq,XNX (feat. Guè) - RMX,39,80.5,0.764,0.744,2,-4.726,1,0.0595,0.0384,2.79E-05,0.202,0.215,129.979,151133,4,2,1,0,0,4602336,0,0,0,0
1NQeRJ9cdgICsXNQbicGXE,Margherita,57,73,0.709,0.365,2,-8.457,1,0.04,0.6,0,0.127,0.505,89.85,163413,4,1,1,0,0,1770059,0,0,0,0
1NghHeg0wE32eBYrQBVQXL,Shake Up Christmas,82,78,0.458,0.831,0,-2.187,1,0.0654,0.0031,0,0.337,0.572,81.531,232213,4,1,1,0,3898512,0,0,0,0,0
1NkwZ9TnIs8js6G0M6M7RU,Kissing Strangers,65,80.5,0.772,0.744,7,-5.803,1,0.0398,0.0547,0,0.0852,0.86,120.067,202480,4,2,2,0,0,23594331,0,0,4019763,0
1NsIhiM0a8f2Ot33mhudfo,CI SARÒ,68,63,0.681,0.726,6,-6.1,0,0.119,0.236,0,0.343,0.547,105.015,180714,4,1,1,0,0,0,0,430154,0,0
1O9ML3Bv8XvQ3xWUVL0jj7,The Christmas Song (Chestnuts Roasting On An Open Fire) (duet with John Legend),75,85,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,210027,4,2,2,0,1738064,0,0,0,6053993,0
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),75,85.33333333,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,204173,4,3,2,0,0,6882995,0,0,46444731,0
1OOtq8tRnDM8kG2gqUPjAj,Beat It,83,85,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,258040,4,1,1,0,0,0,0,0,21137344,0
1OSdPh9ywyn7qtQMsy5lST,Elfi,54,50,0.754,0.787,1,-4.222,1,0.0691,0.391,2.62E-06,0.0818,0.735,77.518,146413,4,1,1,4229,0,0,0,0,0,0
1OT7IcivTGRJEQHrVwUmQF,Rondodasosa x Fumez The Engineer - Plugged In,63,72,0.606,0.564,5,-9.393,0,0.35,0.0513,0,0.104,0.414,141.965,245719,4,2,2,273989,0,285461,0,0,0,0
