"uri","title","popularity","base_popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","n_artists","n_genres","followers"
"00gEB0MSDWojSbzIt1TrFT","Blitz! (feat. Geolier)",0.988795518207283,77,0.766,0.674,0,-6.728,1,0.264,0.191,0,0.115,0.442,125.128,180267,4,2,1,1778304
"00sK58fuoRUhYrF5QtLrin","Qualcosa qualcuno",0.972111553784861,61,0.694,0.38,0,-13.908,1,0.024,0.471,1.3e-05,0.139,0.711,97.454,261227,4,1,1,246675
"00smzdpN2KUfB5Jod6glG4","Boy (feat. Rondodasosa)",0.993006993006993,67.33333333,0.709,0.608,1,-8.002,1,0.239,0.0238,0,0.121,0.396,143.052,204755,4,3,2,285461
"017UbA7KnJxsZeNLKrLY36","w",0,3,0.387,0.464,6,-12.474,1,0.251,0.0105,0.000293,0.0895,0.391,87.389,241859,4,1,1,518
"0188AG0rjqVWbYhDPd8rgr","Karaoke",0.976958525345622,64,0.929,0.625,1,-5.728,1,0.14,0.289,1.2e-06,0.386,0.578,122.03,156493,4,2,1,1260522
"018Idkvf82hi44UZmIXiGB","Never Seen Anything ""Quite Like You"" - Acoustic",0.991,77,0.444,0.398,6,-8.01,1,0.03,0.799,0,0.114,0.361,79.874,228147,3,1,1,7039397
"01BCvCKQNDmFQQQSjrzPnm","GHIGLIOTTINA - feat. Noyz Narcos",0.988656195462478,71.5,0.541,0.686,1,-5.196,1,0.371,0.0122,0,0.152,0.521,93.963,186733,4,2,1,2134380
"01JQSpq0xPPwUpN2uVNiry","S",0.254237288135593,27,0.712,0.987,0,-2.89,1,0.0424,0.0024,0.00361,0.0575,0.644,110.045,200046,4,1,1,7798
"01Lr5YepbgjXAWR9iOEyH1","Love Sosa",0.998699609882965,79,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213,4,1,1,3075008
"01Rc6yXYtujAnMaR1NME11","I'll Keep You Safe",0.991525423728814,71,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982,185876,4,2,1,1039460
"01TnVDiet1DFTsyWKUKovl","NUMB",0.975903614457831,91,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4,1,1,33466773
"01hEpx8jnOG4q7nDK14Rhi","malibu",1,67,0.733,0.736,7,-5.123,0,0.111,0.028,0,0.131,0.669,147.897,166216,4,1,1,517625
"01w1gcT35deZkAjg00Vvzy","Via Da Te",0.888888888888889,49,0.863,0.887,4,-4.798,0,0.0493,0.181,0,0.0397,0.961,127.95,178512,4,1,1,54113
"01wYUno1HsgcHxzsERAVXL","Í",0.9,16,0.732,0.711,9,-9.988,0,0.0434,0.0604,0.168,0.0768,0.918,110.003,194000,4,1,1,1246
"023H4I7HJnxRqsc9cqeFKV","I Got U",0.993710691823899,74.5,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,4,2,1,976958
"0247StOpd3AkeBQzANX4Zf","Do They Know It's Christmas? - 1984 Version",1,76,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,222533,4,1,1,21942
"02BJ8AciQdCFqevG4UfVe1","Equipe (feat. Shiva)",0.911282051282051,64,0.889,0.715,7,-5.873,0,0.0545,0.184,0,0.108,0.785,123.999,216774,4,2,1,599903
"02FaKXXL7KUtRc7K0k54tL","Cozy Little Christmas",1,88,0.774,0.608,7,-6.264,1,0.128,0.128,0,0.0895,0.56,137.494,182521,4,1,1,20221146
"02MWAaffLxlfxAUY7c5dvx","Heat Waves",0.998933901918977,87,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,1,1,2298318
"02XnQdf7sipaKBBHixz3Zp","Paparazzi",0.984,88,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,208307,4,1,1,20502345
"02awCaNU1SgRt1ol80wRDP","Pillole",0.968992248062015,68,0.679,0.581,2,-9.297,1,0.104,0.523,0,0.0928,0.443,82.054,196098,4,1,1,257510
"02itaCXOdC54J0ISjqqFAp","All Around The World (La La La)",0.998964803312629,73,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,4,2,2,2291470
"02kDW379Yfd5PzW5A6vuGt","Lemonade",0.998822143698469,83.5,0.799,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,195429,4,4,2,3726178
"02kMCCU0XtQf0Ds7OIAoFP","Non sapere mai dove si va",0.982,72,0.549,0.409,7,-9.533,1,0.283,0.696,0,0.0961,0.492,79.992,182600,4,1,1,2572169
"02rdXe0KhMe8p6ZHzYtuw0","lost souls (with Brent Faiyaz)",0.994535519125683,83,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4,2,2,2028872
"02shCNmb6IvgB5jLqKjtkK","Nevada",0.994974874371859,66.5,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,4,2,2,391222
"030mot3ZKR3oskfMsqDB2R","Have Yourself A Merry Little Christmas",1,70,0.156,0.184,6,-14.82,1,0.0393,0.97,0.00458,0.26,0.107,180.887,162333,3,1,1,194473
"034jIC4c14eY3Pgz4qQI6M","W",0.74,60,0.605,0.808,5,-5.318,0,0.0468,9.49e-05,0.00357,0.0689,0.545,117.982,206815,4,1,1,636312
"03NqHNdG3Ur6kciQWK6e8V","Oh Na Na",0.993103448275862,87.66666667,0.744,0.862,0,-3.446,1,0.0622,0.0715,5.58e-06,0.0889,0.688,115.021,203653,4,3,3,24836906
"03eJ2DclFWXYU8GWgANdmZ","bad vibes forever",0.978956228956229,85.33333333,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,3,2,33466773
"03jhnLcIT8C4DhXnNecOZv","We Will Rock You",0.901,90,0.69,0.44,11,-8.528,0,0.0768,0.654,0,0.538,0.494,81.234,121707,4,1,1,38849077
"042Sl6Mn83JHyLEqdK7uI0","Your Power",0.991218441273326,93,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897,4,1,1,54730757
"042Yt1xKxDHPBmGokgf1jl","Do They Know It's Christmas? - 2004 Version",0.996168582375479,47,0.327,0.781,0,-6.773,1,0.0462,0.0829,0,0.673,0.273,128.068,305533,4,1,1,5118
"0437dcvkxlUzG19tsBPeiE","Q",0.934,20,0.502,0.93,6,-2.564,1,0.0451,0.00858,0.000565,0.335,0.527,120.018,277093,4,1,1,3595
"044yVDQ9PFAkzcsUgbIFom","O",0.979,60,0.619,0.834,10,-6.481,1,0.0405,0.0768,0.878,0.134,0.684,112.911,136589,4,1,1,146338
"04DYwFIKeq2Bkn9aqSI9PC","Adeste Fideles",0.995,87,0.206,0.253,4,-12.639,1,0.033,0.981,0.00418,0.295,0.432,165.234,190440,5,1,1,385398
"04DlOGmwGLPpoBDNQztW91","This Christmas",0.999,72,0.634,0.645,5,-9.2,1,0.0376,0.292,0,0.246,0.677,93.047,231173,4,1,1,453747
"04JUNoqES9Z2JdRU63H2K4","Jingle Bell Rock",1,55,0.665,0.544,0,-12.563,1,0.0396,0.699,0,0.538,0.92,151.201,106933,4,1,1,159985
"04KNY2l5KBTuF6Lj1hyDH7","Tu Si A Droga Pe Me (feat. MV Killa)",0.947368421052632,66.5,0.691,0.643,8,-8.678,1,0.077,0.625,1.35e-06,0.3,0.225,97.969,176587,4,2,1,175706
"04RKo5Xl6wiCRJD2cXz0Su","Vivere",0.645714285714286,73,0.642,0.844,6,-5.195,1,0.378,0.131,0,0.612,0.908,120.004,160061,3,1,1,1814554
"04UtYEP1Jc0GRxbvH1B6Nk","TesTa TrA Le NuVoLE, pT. 2 – prod. Yanomi",0.973026973026973,61,0.568,0.512,3,-7.809,1,0.0735,0.0236,1.16e-05,0.117,0.604,118.947,180000,4,2,2,430154
"04oe2NVAfBP4mnoh5xhAXp","S",0,8,0.208,0.188,9,-16.689,0,0.0351,0.951,0.798,0.221,0.0897,81.436,60029,4,1,1,50
"04uYriCrZIRilkJwWZ4yIt","Tutto quello che ho",0.827160493827161,62,0.54,0.787,7,-5.882,1,0.143,0.282,0,0.316,0.747,88.967,207667,4,1,1,745998
"04w57GO5p1763E44KQ8AKB","My Name (feat. Eminem & Nate Dogg)",0.954844778927563,80.66666667,0.842,0.738,11,-5.114,0,0.219,0.159,5.71e-05,0.0917,0.597,85.873,272507,4,3,1,50789465
"04zrPERrSO4CfyargthKJ9","Bla Bla Bla",0.994197292069632,73,0.821,0.833,3,-8.291,0,0.0821,0.0734,0.544,0.0739,0.961,132.975,255547,4,1,1,607396
"051yIUwgzFc5v7ed3SYmTl","I grandi non piangono mai",0.91358024691358,62,0.695,0.585,1,-8.776,0,0.0759,0.25,0,0.106,0.528,85.052,226200,4,1,1,745998
"053trmldheiFgDGCGgZ4WW","La Vita Com'è",1,57,0.618,0.763,10,-6.075,0,0.0379,0.00897,0,0.3,0.963,152.018,233205,4,1,1,230424
"05G23JkXHRv3NJ9hENaafi","Anche Fragile",0.998,68,0.435,0.578,2,-3.796,1,0.032,0.275,0,0.158,0.147,130.455,239693,3,1,1,918575
"05G7GqOjkYKObUWFDownVV","Quel filo che ci unisce",0.996,72,0.578,0.601,8,-9.019,1,0.323,0.554,0,0.105,0.459,146.099,254653,4,1,1,2572169
"05HGu6fi32RmJRO5PBJ4Va","Opinel",0.909090909090909,65,0.738,0.548,0,-9.888,1,0.474,0.0876,0.000443,0.279,0.884,139.549,137143,4,1,1,53928
"05ZaaO3XTZQ5rwBNGetYMV","Chicchi di riso",0.973684210526316,66.5,0.577,0.779,0,-6.726,0,0.18,0.163,0,0.079,0.605,99.628,206400,4,2,1,435006
"05bfbizlM5AX6Mf1RRyMho","AM Remix",0.999203187250996,92,0.743,0.655,6,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,261335,4,3,1,41532395
"05bnEv2dpFzmGVLGdjD9UP","Orlando",0.91566265060241,91,0.57,0.0279,1,-22.282,1,0.0588,0.859,0.0892,0.254,0.28,84.902,163840,4,1,1,33466773
"05f8Hg3RSfiPSCBQOtxl3i","When the Levee Breaks - Remaster",0.983532934131736,81,0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,428851,4,1,1,11631347
"05fmJQJp2ODhF8BWhohgb6","Que Locura",0.934,94,0.794,0.793,0,-5.809,0,0.0543,0.208,4.95e-05,0.158,0.805,112.999,198720,4,1,1,31610457
"068wCIIVm2y0eaDwDzbihX","Una storia disonesta",1,34,0.533,0.445,10,-8.97,1,0.14,0.351,0,0.473,0.652,125.969,163097,4,1,1,13746
"06KyNuuMOX1ROXRhj787tj","We Don't Talk Anymore (feat. Selena Gomez)",0.995308835027365,84,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707,4,2,1,32177726
"06OBAy97uVyHCZvonvgfE2","Veleno 8 (feat. Gemitaiz)",1,72.5,0.837,0.732,2,-7.875,1,0.264,0.229,0,0.288,0.71,142.001,182473,4,2,1,1814554
"06RGdoTHoxRRIadjK6l8hx","Il bambino che contava le stelle",0.996,72,0.707,0.39,6,-6.81,0,0.0419,0.758,0,0.17,0.439,89.9,147973,4,1,1,2572169
"06eHoqzg3QRj0uHeQMCKH4","Crack (feat. Salmo & Massimo Pericolo)",0.983676975945017,73.33333333,0.509,0.753,0,-4.317,1,0.0532,0.236,0,0.525,0.596,76.196,226549,4,3,1,2134380
"06pcJklH8rf0T5aHN64DTN","Colpa del vino",0.792207792207792,67,0.679,0.623,7,-5.352,1,0.215,0.296,0,0.102,0.717,81.334,173333,4,1,1,435006
"073yIM7v2j6XadD4Nkn0Fh","Dile (Homenaje)",0.998,90,0.764,0.745,5,-4.563,0,0.0475,0.0488,0,0.172,0.727,93.013,228933,4,1,1,3206632
"079Ey5uxL04AKPQgVQwx5h","Baila Conmigo (with Rauw Alejandro)",0.996363636363636,90,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088,4,2,1,32177726
"07MDkzWARZaLEdKxo6yArG","Meet Me At Our Spot",1,79.66666667,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,3,2,1901731
"07ShpyCaAqfCseA3fWFFMY","Life Goes On (feat. Trippie Redd & Ski Mask The Slump God)",0.990308370044053,84,0.698,0.799,0,-3.682,1,0.0498,0.109,0,0.0942,0.571,79.962,182492,4,3,2,7045660
"07V1nmLbq85pxIm9FP44ar","I Cavalieri dello Zodiaco",0.919354838709677,51,0.705,0.982,4,-4.146,0,0.0498,0.0408,0,0.0523,0.88,136.039,208480,4,1,1,61764
"07WZiii3438ia3OLnv4nqW","Tu che ne sai (feat. Zoda)",0.992084432717678,48.5,0.504,0.63,5,-7.579,1,0.0655,0.0748,0,0.35,0.313,160.007,216000,4,2,1,171776
"07aX40BAJv8kfjw5NvYIEW","V",0.822222222222222,34,0.233,0.216,11,-17.901,0,0.0326,0.0279,0.356,0.0921,0.35,96.179,384707,4,1,1,17643
"07f2HejhuIzp37RK60brsJ","Guersace",0.8,81,0.737,0.837,1,-5.221,0,0.0764,0.0832,0,0.36,0.802,97.907,194000,4,1,1,1778304
"07gdXx27doa2tNadvelcpS","IQOS - feat. Ernia",0.963235294117647,63.33333333,0.796,0.586,8,-8.189,1,0.0691,0.58,0.00174,0.11,0.487,97.461,160551,4,3,1,629141
"07gymOwh7qRT6Y2g14CgDe","Non",0.932203389830508,48,0.518,0.816,1,-6.351,0,0.0449,0.0422,0.000196,0.0953,0.529,139.97,251533,4,1,1,114901
"07nH4ifBxUB4lZcsf44Brn","Blame (feat. John Newman)",0.992747053490481,79.5,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4,2,2,22396997
"07q0QVgO56EorrSGHC48y3","I Was Made For Lovin' You",0.999,76,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4,1,1,6659695
"07qo9gnLM488CUr0EtgIA1","Poetica",0.99025974025974,65,0.393,0.607,7,-6.569,1,0.0339,0.014,0,0.0721,0.202,139.807,293960,3,1,1,818589
"07rcGwKWiPx4fTnu96hWXS","Feeling Better",0.973214285714286,55,0.58,0.764,1,-6.072,1,0.0576,0.0281,9e-04,0.112,0.557,101.892,179867,4,1,1,279516
"0815caqt2Lytro5EIzMufT","You And Me",0.998520710059172,68,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,195493,3,1,1,1732106
"0824Kyozhv4yBbM86aBFCG","BELLA STORIA",0.983935742971888,73,0.677,0.878,11,-5.013,0,0.117,0.075,0,0.193,0.65,97.998,176480,4,1,1,1719801
"083twR8MMYMBD8xTbzPsnI","K",0.884333821376281,40,0.575,0.336,4,-12.881,0,0.029,0.89,0.598,0.196,0.0583,80.995,218242,4,1,1,14491
"086myS9r57YsLbJpU0TgK9","Why'd You Only Call Me When You're High?",1,87,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,1,1,13399347
"08BhfyKUXxZrnyHrDavNHP","The Christmas Waltz",0.996,79,0.442,0.288,6,-11.793,1,0.0327,0.911,6.59e-06,0.0987,0.358,107.122,199093,3,1,1,702434
"08CLDBSQitOfSOMJXDUEHr","Movimento lento (feat. Federico Rossi)",0.999002991026919,60.5,0.731,0.92,6,-3.724,1,0.0435,0.105,1.4e-06,0.0956,0.871,100,193200,4,2,2,844579
"08Enc1cpTGEiWPhqHDW6SU","RAGAZZI DELLA NEBBIA ♅ (con FSK SATELLITE & IRAMA)",0.978218780251694,63.66666667,0.645,0.66,2,-4.677,1,0.114,0.201,0,0.0644,0.473,144.998,190825,4,3,2,1619505
"08F16baYbciTva9P4BvpiI","MAFIA",0.976744186046512,93,0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,240000,4,1,1,19394352
"08LwMWf5Tcfsd752EPzFV0","i n t e r l u d e",0.989,90,0.77,0.574,1,-5.525,1,0.106,0.0617,0,0.104,0.104,98.962,133022,3,1,1,15414928
"08Qlq6ztzz94CmMyCBzt4d","ALL IN (feat. Luchitos & Rayan)",0.937645107794361,52.75,0.862,0.65,1,-7.879,1,0.165,0.15,0,0.094,0.516,125.038,135950,4,4,3,35213
"08SB2OtZkaliju77WYEKxk","No Love (with SZA)",0.99789029535865,87,0.707,0.618,1,-5.825,0,0.19,0.17,0,0.293,0.517,133.876,231498,4,2,1,6878745
"08XshFxOo9rcQagObgcoK6","Blockbuster feat. YEONJUN of TOMORROW X TOGETHER",0.785714285714286,66.5,0.495,0.926,8,-4.589,0,0.323,0.0384,0,0.348,0.642,159.922,227454,4,2,1,2619975
"08aYFNUTIOMGq93e2VSArQ","Que Le De",0.910505836575875,90.5,0.77,0.75,0,-2.715,1,0.0785,0.19,0,0.0618,0.609,99.997,225600,4,2,2,15901619
"08mG3Y1vljYA6bvDt4Wqkj","Back In Black",1,85,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,1,1,21816157
"08yMOmydumplen59qUD4zf","L",0.97489539748954,50.5,0.733,0.617,5,-5.836,0,0.186,0.152,7.15e-06,0.0783,0.452,94.999,216480,4,2,2,42438
"0939D7aT18uBDS2MTjWzct","Higher Power",0.988,93,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,4,1,1,33384131
"097r4GZ0AqCs7zrp6dkw6K","Air Force Bianca",0.98743961352657,60,0.755,0.638,9,-7.66,0,0.254,0.00128,0.0124,0.128,0.448,159.993,219000,4,2,2,35320
"09CtPGIpYB4BrO8qb1RGsF","Sorry",0.995,98,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4,1,1,54848934
"09FMFnWC5RYkvvvsjOus9B","COSPLAYER",0.987775061124694,82,0.546,0.796,1,-5.751,1,0.357,0.423,0,0.114,0.528,159.392,221884,4,1,1,1518528
"09IStsImFySgyp0pIQdqAc","The Middle",0.999515269025691,76.33333333,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,3,2,5644971
"09OojFvtrM9YRzRjnXqJjA","Rockin' Around the Christmas Tree",0.999,83,0.682,0.641,8,-8.915,1,0.0386,0.568,0,0.224,0.826,141.002,126146,4,1,1,245897
"09TaitRRTpff4RptRt1JLH","Ti prometto che un giorno partiremo",0.994565217391304,60,0.425,0.389,7,-7.291,0,0.0879,0.672,0.000198,0.131,0.154,172.277,129680,4,2,2,267436
"09fva4zYdX7KZYhfZKYw1n","Bambina",0.787368421052632,58,0.733,0.602,8,-9.185,0,0.168,0.0561,0,0.135,0.262,104.111,156001,4,1,1,28132
"09gysnJpfQ3ublBmJDfcEC","SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",0.998230088495575,79.66666667,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4,3,1,2442817
"09mEdoA6zrmBPgTEN5qXmN","Call Out My Name",0.947727272727273,97,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,228373,3,1,1,40135257
"09u787BYeYIGd2mFIJ505t","Cry Your Heart Out",0.993,96,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064,255278,4,1,1,32617041
"09uENV2Gb8wgrsGwFxFkZM","T",0,8,0.188,0.102,0,-19.792,1,0.0394,0.952,0.988,0.11,0.0912,43.094,60029,4,1,1,50
"0A2Sy2b9oyrc6OUxUiXgjb","La miglior vendetta",0.962264150943396,51,0.647,0.715,9,-6.939,0,0.0852,0.493,0,0.44,0.618,87.998,204336,4,1,1,251556
"0A85tPJ5uRYudixySOsfIV","LORO",0.992665036674817,82,0.57,0.606,2,-6.731,1,0.193,0.408,7.13e-06,0.253,0.536,93.089,198187,4,1,1,1518528
"0ADChEFXcXBcBDFYUE0BsR","Questo immenso - 2017 Remaster",0.963599595551062,62,0.553,0.394,7,-9.73,1,0.0243,0.26,0.177,0.625,0.231,82.896,303893,4,1,1,665837
"0ADG9OgdVTL7fgREP75BrZ","Ain't My Fault",0.979865771812081,79,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031,4,1,1,9582645
"0AGOXOfcDIRXwZtny26RDd","Je ne sais pas (feat. Sfera Ebbasta)",0.938864628820961,68,0.702,0.447,4,-10.107,0,0.0444,0.129,3.47e-06,0.121,0.231,124.979,194053,4,3,2,4602336
"0AH6WMe3OlAlUb5miXt2FQ","Only Girl (In The World)",0.965694682675815,91,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4,1,1,46444731
"0AKJzRPHPtoeHTtZs9ATFf","DIMMI ORA (feat. Guè)",0.8925,76.5,0.645,0.745,4,-4.635,0,0.0373,0.189,0.000187,0.111,0.436,142.349,163180,4,2,2,1778304
"0AKOYwbGQUldCiepDc4IKr","Sempre bene",0.896103896103896,67,0.438,0.525,2,-7.776,1,0.0767,0.161,0,0.0907,0.411,174.15,215431,3,1,1,435006
"0AOmbw8AwDnwXhHC3OhdVB","Courtesy Call",0.997134670487106,69,0.531,0.638,11,-5.145,0,0.0809,0.00409,0,0.0822,0.445,164.079,236898,4,1,1,1086125
"0AQM2u3y5mOBaAnyP9LhSO","Buste Della Spesa",0.883495145631068,73,0.643,0.674,3,-5.831,0,0.26,0.0252,0,0.0909,0.474,159.976,194133,4,1,1,1268368
"0AQgJrBY3l12K49HTvnT99","Bancomat",0.773333333333333,80,0.79,0.563,6,-6.895,1,0.172,0.045,0,0.0653,0.708,134.068,188707,4,1,1,4602336
"0ARK753YaiJbpLUk7z5yIM","Dilemma",0.998571428571429,75,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4,2,1,2931249
"0AUyNF6iFxMNQsNx2nhtrw","Blood // Water",0.996742671009772,75,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721,4,1,1,964771
"0AZYhsESBrtRq88nxq6GMZ","Me and My Brother",1,58,0.766,0.535,0,-7.607,0,0.0691,0.599,0,0.1,0.389,130.053,212532,4,1,1,41259
"0Acd3qXcGNLOCMu11yzqKW","Déjà vu RMX - Radio Edit",0.956521739130435,41,0.65,0.731,6,-6.525,0,0.052,0.0391,0.242,0.353,0.871,139.75,32027,4,1,1,218
"0B9x2BRHqj3Qer7biM3pU3","You're The One That I Want - From “Grease”",1,69,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,4,2,2,1026619
"0BCPKOYdS2jbQ8iyB56Zns","Clocks",0.991,93,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4,1,1,33384131
"0BYYqGmANIGbA1oAyUM5Nr","Cudi Zone",0.899628252788104,87,0.706,0.7,9,-5.959,0,0.0337,0.57,1.27e-06,0.249,0.634,134.751,259040,4,1,1,5403769
"0BZoZbffwUSf4cn9gdXX2S","La tipica ragazza italiana - Original Mix",0.986460348162476,61,0.711,0.726,1,-6.882,1,0.172,0.0138,0,0.161,0.748,200.162,194400,4,1,1,154043
"0Bae8u9IyKNsZs7QF3XuzO","G",0.666666666666667,1,0.74,0.678,11,-8.06,1,0.13,0.0937,0,0.145,0.537,82.517,202207,4,1,1,125
"0BeXxjO6mgLDzg4xA6UheO","Blu Celeste",0.997,79,0.688,0.442,9,-5.611,1,0.0354,0.921,0,0.366,0.252,116.463,206379,4,1,1,471375
"0BxE4FqsDD1Ot4YuBXwAPp","505",0.975757575757576,87,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,4,1,1,13399347
"0ByMNEPAPpOR5H69DVrTNy","Don't Stop The Music",0.991423670668954,91,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4,1,1,46444731
"0Bytf8dUQ2GJmZ9yW1wyZS","Quiet Wave",0,40,0.114,0.0252,1,-32.784,1,0.0375,0.992,0.958,0.0962,0.0445,68.371,112000,3,1,1,24
"0C9rBeWAsPhmBeaYKZLN5m","Figli Delle Stelle",1,46,0.677,0.778,0,-10.157,1,0.0668,0.526,1.54e-05,0.206,0.73,108.471,275480,4,1,1,16227
"0CAfXk7DXMnon4gLudAp7J","Low (feat. T-Pain)",1,81.5,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400,4,2,2,8358864
"0CB34G0B8wPOtiyb0hvMZ0","Tadan (feat. Dani Faiv & Ketama126)",0.952153110047847,61.66666667,0.609,0.836,1,-3.519,1,0.102,0.143,0,0.145,0.305,164.168,150267,4,3,1,325719
"0CDPva61kV2Ht9x3XtBljg","ISTINTO",0.985,72,0.447,0.727,6,-5.72,1,0.103,0.267,0,0.12,0.272,168.503,148013,3,1,1,376907
"0COmugdfmCITil997mvPHd","La follia non ha età RMX (feat. Dani Faiv)",0.981448763250883,59,0.798,0.7,2,-5.915,1,0.395,0.0287,0,0.0248,0.882,101.882,170588,4,3,2,325719
"0COqiPhxzoWICwFCS4eZcp","Bring Me To Life",0.996632996632997,75,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4,1,1,3278238
